Arizona,cilantro,0.0007178145523167102
Arizona,baba,0.0004647194885703544
Arizona,lavosh,0.0004606296592406696
Arizona,pesto,0.00029173211751909076
Arizona,lentil,0.0002880719582705991
Arizona,cheesecake,0.000282985610358484
Arizona,express,0.000282985610358484
Arizona,pizza,0.00027395244621694945
Arizona,shwarma,0.00027260081731780573
Arizona,raisins,0.0002610234735697128
Arizona,tahini,0.00024404263645594036
Arizona,black,0.00023106164515509248
Arizona,lemonade,0.0002303148296203348
Arizona,coupon,0.0002232730503745837
Arizona,cauliflower,0.00021112192715197356
Arizona,dolmas,0.00020509966255339668
Arizona,tuna,0.00019731106777288792
Arizona,to-go,0.00019719211429237443
Arizona,kabobs,0.00019485555173997274
Arizona,iced,0.00019033325814307443
Arizona,bean,0.0001869262747322096
Arizona,garlic,0.0001842094034907074
Arizona,fruit,0.00018175968795644944
Arizona,mahi,0.00017657470270892334
Arizona,meats,0.00017490083180714947
Arizona,delish,0.00017490083180714947
Arizona,fat,0.0001701119896142619
Arizona,juice,0.00016875288691102258
Arizona,ganoush,0.000166156688650853
Arizona,salads,0.00015775882247665712
Arizona,almonds,0.0001573818002405621
Arizona,tapas,0.0001557718956101747
Arizona,soups,0.00015354321974688986
Arizona,falafels,0.0001531756973500051
Arizona,turkey,0.0001531756973500051
Arizona,wood,0.00014970463925321762
Arizona,lettuce,0.00014783985459638826
Arizona,toasted,0.00014746540720994957
Arizona,calories,0.00014586605875954538
Arizona,yellow,0.00014538710256949638
Wisconsin,karaoke,0.0012751308895156213
Wisconsin,chutney,0.0007969568059472632
Wisconsin,curry,0.000713499801987389
Wisconsin,turkey,0.0006827541179590682
Wisconsin,hookah,0.0006706898138681455
Wisconsin,couscous,0.000610885263437061
Wisconsin,stew,0.0005844349910279931
Wisconsin,bloody,0.0005390164089150539
Wisconsin,ginger,0.0005313045372981755
Wisconsin,gas,0.0004984066986150335
Wisconsin,taverna,0.0004312131271320431
Wisconsin,tea,0.00041840805415600894
Wisconsin,bars,0.0003952786998710395
Wisconsin,mint,0.00037973843704002555
Wisconsin,shawarma,0.00035303179569413256
Wisconsin,kabobs,0.00032820990891419894
Wisconsin,lentil,0.0003085374800950208
Wisconsin,lamb\/beef,0.0003085374800950208
Wisconsin,cozy,0.00029966991683470334
Wisconsin,hearty,0.00023733652315001598
Wisconsin,pancakes,0.00018550994851672116
Wisconsin,ethnic,0.00017123995247697338
Wisconsin,soda,0.00017123995247697338
Wisconsin,dancing,0.00017123995247697338
Wisconsin,comfort,0.00015696995643722558
Wisconsin,cuisine,0.00015036539446231572
Wisconsin,bartender,0.00011767726523137752
Wisconsin,summer,0.00011767726523137752
Wisconsin,outdoor,0.00011113963938518987
Wisconsin,crowded,0.00010460201353900223
Wisconsin,spices,0.00010460201353900223
Wisconsin,inexpensive,9.80643876928146e-05
Wisconsin,worst,9.152676184662695e-05
Wisconsin,heavy,9.152676184662695e-05
Wisconsin,sauces,9.152676184662695e-05
Wisconsin,vegetables,9.152676184662695e-05
Wisconsin,egg,8.498913600043933e-05
Wisconsin,fry,8.498913600043933e-05
Wisconsin,offers,7.845151015425169e-05
Wisconsin,crowd,7.845151015425169e-05
Wisconsin,limited,7.191388430806403e-05
Wisconsin,worked,7.191388430806403e-05
Wisconsin,vegan,7.191388430806403e-05
Wisconsin,brunch,7.191388430806403e-05
Wisconsin,expensive,7.191388430806403e-05
Wisconsin,beautiful,6.537625846187639e-05
Wisconsin,comfortable,6.537625846187639e-05
Pennsylvania,chipotle,0.0004331594737033576
Pennsylvania,gourmet,0.0004173489484479823
Pennsylvania,toppings,0.0004103897430291099
Pennsylvania,lentils,0.00039747518899807836
Pennsylvania,buffalo,0.0003937813397303251
Pennsylvania,fat,0.0003314686386004349
Pennsylvania,hoagies,0.00032322542227914455
Pennsylvania,leaves,0.0003073323588055768
Pennsylvania,omelette,0.0002981063917485588
Pennsylvania,grape,0.0002784069603297578
Pennsylvania,lettuce,0.0002639442610918483
Pennsylvania,cucumbers,0.00026252089315355006
Pennsylvania,hill,0.00025835887284875094
Pennsylvania,burrito,0.000238485113398847
Pennsylvania,wheat,0.00023626880383819504
Pennsylvania,pizza,0.0002205561633781198
Pennsylvania,groupon,0.00021001671452284003
Pennsylvania,salads,0.0002060934641402103
Pennsylvania,taverna,0.00019873759449903918
Pennsylvania,protein,0.00019689066986516255
Pennsylvania,negative,0.00018376462520748504
Pennsylvania,buffet,0.00018376462520748504
Pennsylvania,pilaf,0.00018376462520748504
Pennsylvania,sour,0.00018151854018595245
Pennsylvania,disappointment,0.00017063858054980753
Pennsylvania,bucks,0.00017063858054980753
Pennsylvania,traditional,0.00016993671604543655
Pennsylvania,bite,0.00015908969161700445
Pennsylvania,longer,0.00015784220885734995
Pennsylvania,meats,0.00015751253589213002
Pennsylvania,chunks,0.00015751253589213002
Pennsylvania,fluffy,0.00015751253589213002
Pennsylvania,brown,0.00015751253589213002
Pennsylvania,bonus,0.00015751253589213002
Pennsylvania,difference,0.0001443864912344525
Pennsylvania,crust,0.0001443864912344525
Pennsylvania,iced,0.0001443864912344525
Pennsylvania,shocked,0.0001443864912344525
Pennsylvania,spanikopita,0.0001443864912344525
Pennsylvania,dark,0.0001443864912344525
Pennsylvania,burnt,0.0001443864912344525
North Carolina,charlotte,0.0036511946620549104
North Carolina,noche,0.0012543981661047546
North Carolina,flounder,0.0005599991812967655
North Carolina,ribs,0.0004242019076803995
North Carolina,bowl,0.0004091067300274014
North Carolina,gravy,0.00034845156702318535
